k,model,larch,diff
1.190000000000000e1,1.186529231824356e-2,1.183831677503229e-2,2.697554321127657e-5
1.195000000000000e1,8.536197023475991e-3,8.525787835432275e-3,1.040918804371543e-5
1.200000000000000e1,4.855166706066986e-3,4.854116812889405e-3,1.049893177581737e-6
1.205000000000000e1,1.046830165940458e-3,1.052064474702776e-3,-5.234308762318025e-6
1.210000000000000e1,-2.671508209183838e-3,-2.652463426366250e-3,-1.904478281758827e-5
1.215000000000000e1,-6.083875343702552e-3,-6.046951107058132e-3,-3.692423664442002e-5
1.220000000000000e1,-9.002169898141931e-3,-8.947141658624402e-3,-5.502823951752944e-5
1.225000000000000e1,-1.127735369036881e-2,-1.120748348649864e-2,-6.987020387016867e-5
1.230000000000000e1,-1.280722029269028e-2,-1.272845816555719e-2,-7.876212713308663e-5
1.235000000000000e1,-1.354053086492761e-2,-1.346042014195473e-2,-8.011072297287730e-5
1.240000000000000e1,-1.347741070700745e-2,-1.340386655696342e-2,-7.354415004403279e-5
1.245000000000000e1,-1.266620171615076e-2,-1.260633406837283e-2,-5.986764777792669e-5
1.250000000000000e1,-1.119723386852147e-2,-1.115636598434161e-2,-4.086788417985605e-5
1.255000000000000e1,-9.194190770330313e-3,-9.175187672835865e-3,-1.900309749444835e-5
1.260000000000000e1,-6.803884534393614e-3,-6.806857230623699e-3,2.972696230085260e-6
1.265000000000000e1,-4.185315791435312e-3,-4.207714771755740e-3,2.239898032042800e-5
1.270000000000000e1,-1.498875722219570e-3,-1.535937536557823e-3,3.706181433825364e-5
1.275000000000000e1,1.103543590585718e-3,1.058073841363182e-3,4.546974922253581e-5
1.280000000000000e1,3.486912256608330e-3,3.439887640553301e-3,4.702461605502872e-5
1.285000000000000e1,5.539467714973173e-3,5.497393321000198e-3,4.207439397297535e-5
1.290000000000000e1,7.176935086871892e-3,7.145084565856943e-3,3.185052101494900e-5
1.295000000000000e1,8.344537223203576e-3,8.326232021603229e-3,1.830520160034724e-5
1.300000000000000e1,9.016948136464286e-3,9.013074121423440e-3,3.874015040846238e-6
1.305000000000000e1,9.211919750749005e-3,9.205291975930155e-3,6.627774818850074e-6
1.310000000000000e1,8.938976680438315e-3,8.927164167346876e-3,1.181251309143906e-5
1.315000000000000e1,8.236343091932599e-3,8.223804933539193e-3,1.253815839340547e-5
1.320000000000000e1,7.166218283957006e-3,7.156761502240076e-3,9.456781716929603e-6
1.325000000000000e1,5.802882961741044e-3,5.799403831750808e-3,3.479129990236265e-6
1.330000000000000e1,4.228091727447907e-3,4.232447376886653e-3,-4.355649438745994e-6
1.335000000000000e1,2.526848802906531e-3,2.539839825621324e-3,-1.299102271479311e-5
1.340000000000000e1,7.837070535469573e-4,8.051485986428118e-4,-2.144154509585449e-5
1.345000000000000e1,-9.203609431323983e-4,-8.915021848384764e-4,-2.885875829392189e-5
1.350000000000000e1,-2.510544623670535e-3,-2.475968066201228e-3,-3.457655746930740e-5
1.355000000000000e1,-3.920303337806008e-3,-3.882164293975624e-3,-3.813904383038417e-5
1.360000000000000e1,-5.093094145043389e-3,-5.053780223639464e-3,-3.931392140392453e-5
1.365000000000000e1,-5.983806472524893e-3,-5.945712562378935e-3,-3.809391014595806e-5
1.370000000000000e1,-6.559961613977261e-3,-6.525273849625062e-3,-3.468776435219898e-5
1.375000000000000e1,-6.802691627365772e-3,-6.773190012935771e-3,-2.950161443000116e-5
1.380000000000000e1,-6.707463804890710e-3,-6.684353071111121e-3,-2.311073377958897e-5
1.385000000000000e1,-6.284473339733615e-3,-6.268251719093956e-3,-1.622162063965888e-5
1.390000000000000e1,-5.558596863762739e-3,-5.548972335890281e-3,-9.624527872458162e-6
1.395000000000000e1,-4.568789741127684e-3,-4.564652509074928e-3,-4.137232052755895e-6
1.400000000000000e1,-3.366823884054985e-3,-3.366282087129052e-3,-5.417969259325327e-7
