k,model,larch,diff
7.050000000000001e0,-6.088443514286736e-2,-6.093374572850791e-2,4.931058564055374e-5
7.100000000000001e0,-4.702535782772273e-2,-4.715640700691572e-2,1.310491791929880e-4
7.150000000000000e0,-3.115229759320708e-2,-3.132942550937055e-2,1.771279161634637e-4
7.200000000000000e0,-1.409304754687792e-2,-1.427907649474588e-2,1.860289478679677e-4
7.250000000000000e0,3.284167167401071e-3,3.121734130525496e-3,1.624330368755742e-4
7.300000000000001e0,2.011470087046009e-2,1.999857567972660e-2,1.161251907334931e-4
7.350000000000001e0,3.558032188971767e-2,3.551988516577422e-2,6.043672394345084e-5
7.400000000000000e0,4.894876054569523e-2,4.893837819426151e-2,1.038235143371175e-5
7.450000000000000e0,5.960807461009695e-2,5.962740437407831e-2,-1.932976398136277e-5
7.500000000000000e0,6.709423972979345e-2,6.711047149618247e-2,-1.623176638902712e-5
7.550000000000001e0,7.107074067874039e-2,7.108254557408521e-2,-1.180489534481632e-5
7.600000000000001e0,7.136948955177468e-2,7.142219975837473e-2,-5.271020660005399e-5
7.650000000000000e0,6.809010179893901e-2,6.819433118481183e-2,-1.042293858728172e-4
7.700000000000000e0,6.149106229398735e-2,6.164319123625330e-2,-1.521289422659541e-4
7.750000000000000e0,5.199121589066838e-2,5.217621235581463e-2,-1.849964651462477e-4
7.800000000000001e0,4.014434099767430e-2,4.033975560878329e-2,-1.954146111089877e-4
7.850000000000001e0,2.660756737590048e-2,2.678820095319883e-2,-1.806335772983475e-4
7.900000000000000e0,1.210540951576728e-2,1.224811874907342e-2,-1.427092333061465e-4
7.950000000000000e0,-2.608637996490844e-3,-2.520517219241452e-3,-8.812077724939258e-5
8.000000000000000e0,-1.679092587850236e-2,-1.676400091345857e-2,-2.692496504378555e-5
8.050000000000001e0,-2.979279781048163e-2,-2.977333293763550e-2,-1.946487284613246e-5
8.100000000000000e0,-4.095445907100383e-2,-4.091886099415020e-2,-3.559807685363237e-5
8.150000000000000e0,-4.971163896902608e-2,-4.968110509181467e-2,-3.053387721140693e-5
8.200000000000001e0,-5.568777998254047e-2,-5.567600701799864e-2,-1.177296454182158e-5
8.250000000000000e0,-5.865966713692173e-2,-5.867189565488429e-2,1.222851796255781e-5
8.300000000000001e0,-5.856438801471094e-2,-5.859796531610711e-2,3.357730139617876e-5
8.350000000000000e0,-5.549782667412241e-2,-5.554400703826384e-2,4.618036414142518e-5
8.400000000000000e0,-4.970502027515417e-2,-4.975159818027985e-2,4.657790512568871e-5
8.450000000000001e0,-4.156311936551006e-2,-4.159742424055457e-2,3.430487504450797e-5
8.500000000000000e0,-3.155805408533852e-2,-3.156982764134590e-2,1.177355600738561e-5
8.550000000000001e0,-2.023021746998942e-2,-2.023998357483600e-2,9.766104846587603e-6
8.600000000000000e0,-8.204489188075920e-3,-8.228727770454299e-3,2.423858237837924e-5
8.650000000000000e0,3.861127368449841e-3,3.827479727038068e-3,3.364764141177345e-5
8.700000000000001e0,1.534630870542263e-2,1.530936795006152e-2,3.694075536110619e-5
8.750000000000000e0,2.568030976397370e-2,2.564617866034529e-2,3.413110362841115e-5
8.800000000000001e0,3.436990216909578e-2,3.434356122040055e-2,2.634094869522624e-5
8.850000000000000e0,4.102239888090764e-2,4.100669307998268e-2,1.570580092496304e-5
8.900000000000000e0,4.536272254250045e-2,4.535758178295143e-2,5.140759549014662e-6
8.950000000000001e0,4.724381945042722e-2,4.724583343258998e-2,-2.013982162756001e-6
9.000000000000000e0,4.665009130873107e-2,4.665252827378931e-2,-2.436965058236207e-6
9.050000000000001e0,4.368532757448981e-2,4.368722123280012e-2,-1.893658310311852e-6
9.100000000000000e0,3.857311707975175e-2,3.857880239993067e-2,-5.685320178923370e-6
9.150000000000000e0,3.165264458636769e-2,3.166068225402761e-2,-8.037667659915870e-6
9.200000000000001e0,2.334235672396818e-2,2.335012603780156e-2,-7.769313833380642e-6
9.250000000000000e0,1.411849922075456e-2,1.412354756874768e-2,-5.048347993124452e-6
9.300000000000001e0,4.488365786972021e-3,4.489379393336292e-3,-1.013606364271523e-6
9.350000000000000e0,-5.037166228100863e-3,-5.039917047772023e-3,2.750819671160087e-6
9.400000000000000e0,-1.397034817023456e-2,-1.397513594748538e-2,4.787777250818415e-6
9.450000000000001e0,-2.187114441220226e-2,-2.187543016706310e-2,4.285754860836738e-6
9.500000000000000e0,-2.836847164990459e-2,-2.836992789242949e-2,1.456242524906781e-6
9.550000000000001e0,-3.317619666118283e-2,-3.317484174443213e-2,-1.354916750698210e-6
9.600000000000001e0,-3.611235604039846e-2,-3.610552971219381e-2,-6.826328204652399e-6
9.650000000000000e0,-3.709461156108980e-2,-3.708136689927710e-2,-1.324466181269746e-5
9.700000000000001e0,-3.614276393101642e-2,-3.612505751102309e-2,-1.770641999333106e-5
9.750000000000000e0,-3.337585562340926e-2,-3.335737150533307e-2,-1.848411807618688e-5
9.800000000000001e0,-2.900242096955690e-2,-2.898714746713086e-2,-1.527350242603448e-5
9.850000000000001e0,-2.330641813911669e-2,-2.329725107638915e-2,-9.167062727542807e-6
9.900000000000000e0,-1.662973438604077e-2,-1.662736038323953e-2,-2.374002801230901e-6
9.950000000000001e0,-9.352304493798466e-3,-9.354567131054040e-3,2.262637255574101e-6
1.000000000000000e1,-1.870970731914900e-3,-1.872848172190767e-3,1.877440275866935e-6
1.005000000000000e1,5.448591370752241e-3,5.427492164462626e-3,2.109920628961485e-5
1.010000000000000e1,1.223612862615366e-2,1.217902825553127e-2,5.710037062238611e-5
